관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,4월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가마오름,제주특별자치도 제주시 한경면 청수서5길 63 ,관광지,자연,자연관광지,산,609.0,4.0,81.0,16.0,12.0,15.0,9.0,9.0,12.0,8.0
가문이오름,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,관광지,자연,자연관광지,산,502.0,4.0,60.0,8.0,6.0,8.0,9.0,3.0,17.0,9.0
가세오름,제주특별자치도 서귀포시 표선면 녹산로 554 ,관광지,자연,자연관광지,산,500.0,4.0,49.0,5.0,6.0,7.0,4.0,10.0,11.0,6.0
각시바우오름,제주특별자치도 서귀포시 호근동 2112 (호근동),관광지,자연,자연관광지,산,455.0,4.0,62.0,10.0,8.0,9.0,8.0,12.0,6.0,9.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,4.0,62.0,9.0,5.0,8.0,8.0,10.0,13.0,9.0
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,4.0,45.0,4.0,6.0,9.0,6.0,4.0,10.0,6.0
개오름,제주특별자치도 서귀포시 표선면 성읍이리로57번길 162 ,관광지,자연,자연관광지,산,1080.0,4.0,112.0,20.0,6.0,17.0,11.0,13.0,27.0,18.0
개오리오름,제주특별자치도 제주시 명림로 584 (봉개동) ,관광지,자연,자연관광지,산,380.0,4.0,39.0,3.0,5.0,7.0,3.0,7.0,6.0,8.0
거문오름,제주특별자치도 제주시 조천읍 선교로 569-36 ,관광지,자연,자연관광지,산,11268.0,4.0,1135.0,163.0,188.0,148.0,179.0,133.0,158.0,166.0
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,4.0,307.0,49.0,47.0,49.0,46.0,35.0,40.0,41.0
고근산,제주특별자치도 서귀포시 호근로112번길 43-3 (호근동) ,관광지,자연,자연관광지,산,1200.0,4.0,123.0,19.0,13.0,16.0,18.0,23.0,15.0,19.0
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,4.0,74.0,9.0,8.0,12.0,11.0,5.0,19.0,10.0
고살리숲길,제주특별자치도 서귀포시 남원읍 ,관광지,자연,자연관광지,산,2593.0,4.0,348.0,56.0,45.0,47.0,51.0,48.0,56.0,45.0
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,4.0,918.0,121.0,111.0,132.0,134.0,123.0,128.0,169.0
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,4.0,1146.0,171.0,150.0,124.0,140.0,159.0,200.0,202.0
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,4.0,60.0,5.0,9.0,12.0,7.0,5.0,12.0,10.0
