관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,9월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,관광지,자연,자연관광지,섬,12905.0,9.0,349.0,38.0,56.0,56.0,54.0,51.0,51.0,43.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,9.0,38.0,12.0,10.0,3.0,2.0,3.0,5.0,3.0
감수굴밭담길,제주특별자치도 제주시 구좌읍 평대7길 34 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,551.0,9.0,41.0,6.0,8.0,4.0,5.0,7.0,7.0,4.0
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,9.0,249.0,38.0,36.0,37.0,39.0,42.0,30.0,27.0
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,9.0,834.0,144.0,134.0,105.0,96.0,121.0,123.0,111.0
관음사야영장,제주특별자치도 제주시 산록북로 588 (오등동),레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",1369.0,9.0,119.0,14.0,16.0,14.0,10.0,22.0,24.0,19.0
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,9.0,606.0,76.0,88.0,114.0,67.0,106.0,85.0,70.0
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,9.0,47.0,5.0,8.0,11.0,5.0,6.0,6.0,6.0
귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",808.0,9.0,58.0,16.0,7.0,9.0,3.0,11.0,7.0,5.0
금능포구,제주특별자치도 제주시 한림읍 금능리 ,관광지,인문(문화/예술/역사),체험관광지,농.산.어촌 체험,457.0,9.0,39.0,10.0,8.0,7.0,1.0,9.0,3.0,1.0
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,9.0,1279.0,148.0,188.0,174.0,167.0,211.0,235.0,156.0
김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16 ,레포츠,레포츠,수상 레포츠,요트,1566.0,9.0,166.0,22.0,16.0,31.0,27.0,28.0,22.0,20.0
내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95 ,레포츠,레포츠,육상 레포츠,트래킹,923.0,9.0,51.0,7.0,9.0,7.0,7.0,8.0,6.0,7.0
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,9.0,173.0,18.0,30.0,30.0,21.0,28.0,18.0,28.0
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,9.0,298.0,40.0,32.0,34.0,31.0,58.0,57.0,46.0
