관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,8월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,8.0,39.0,11.0,4.0,5.0,9.0,5.0,3.0,2.0
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,8.0,242.0,29.0,42.0,50.0,47.0,31.0,14.0,29.0
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,8.0,1919.0,206.0,356.0,304.0,293.0,254.0,294.0,212.0
관음사야영장,제주특별자치도 제주시 산록북로 588 (오등동),레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",1369.0,8.0,108.0,6.0,17.0,17.0,23.0,12.0,22.0,11.0
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,8.0,727.0,76.0,125.0,161.0,114.0,87.0,83.0,81.0
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,8.0,43.0,3.0,7.0,16.0,7.0,2.0,4.0,4.0
귤빛캠핑장,제주특별자치도 제주시 조천읍 함와로 428 ,레포츠,레포츠,육상 레포츠,"야영장,오토캠핑장",808.0,8.0,46.0,9.0,7.0,7.0,8.0,11.0,1.0,3.0
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,8.0,2333.0,252.0,462.0,383.0,362.0,303.0,278.0,293.0
김녕사굴,제주특별자치도 제주시 구좌읍 덕평로 392-1 ,관광지,자연,자연관광지,동굴,2982.0,8.0,202.0,19.0,24.0,50.0,27.0,35.0,18.0,29.0
김녕요트투어,제주특별자치도 제주시 구좌읍 구좌해안로 229-16 ,레포츠,레포츠,수상 레포츠,요트,1566.0,8.0,116.0,14.0,21.0,31.0,21.0,12.0,10.0,7.0
내창트레킹,제주특별자치도 서귀포시 남원읍 하례중앙로 95 ,레포츠,레포츠,육상 레포츠,트래킹,923.0,8.0,70.0,10.0,10.0,9.0,12.0,9.0,11.0,9.0
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,8.0,1279.0,146.0,251.0,216.0,183.0,124.0,170.0,189.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,8.0,157.0,19.0,26.0,29.0,32.0,25.0,9.0,17.0
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,7386.0,8.0,610.0,72.0,133.0,166.0,96.0,58.0,53.0,32.0
대평포구,제주특별자치도 서귀포시 안덕면 창천리 914-5 ,관광지,자연,자연관광지,항구/포구,1424.0,8.0,89.0,12.0,13.0,20.0,11.0,12.0,12.0,9.0
