관광지명,주소,장소 카테고리,대분류,중분류,소분류,총 방문자수,기준월,2월 방문자수,월요일방문자수,화요일방문자수,수요일방문자수,목요일방문자수,금요일방문자수,토요일방문자수,일요일방문자수
가파도,제주특별자치도 서귀포시 대정읍 가파로 ,관광지,자연,자연관광지,섬,12905.0,2.0,1869.0,287.0,281.0,262.0,279.0,250.0,239.0,271.0
갈중이,제주특별자치도 서귀포시 사계남로216번길 24-61 갈중이 ,관광지,인문(문화/예술/역사),체험관광지,전통체험,500.0,2.0,46.0,13.0,14.0,5.0,6.0,4.0,2.0,2.0
검멀레해변,제주특별자치도 제주시 우도면 우도해안길 (우도면),관광지,자연,자연관광지,해수욕장,3355.0,2.0,185.0,30.0,28.0,32.0,34.0,26.0,18.0,17.0
고산일과해안도로,제주특별자치도 서귀포시 대정읍 신도리 3135-1 ,관광지,자연,자연관광지,자연생태관광지,542.0,2.0,44.0,2.0,5.0,9.0,5.0,10.0,6.0,7.0
곽지해수욕장,제주특별자치도 제주시 애월읍 곽지리 1565 ,관광지,자연,자연관광지,해수욕장,11572.0,2.0,486.0,65.0,112.0,80.0,65.0,53.0,53.0,58.0
광치기해변,제주특별자치도 서귀포시 성산읍 고성리 ,관광지,자연,자연관광지,해수욕장,10642.0,2.0,995.0,162.0,164.0,124.0,124.0,141.0,153.0,127.0
구엄포구,제주특별자치도 제주시 애월읍 구엄리 607-5 일대 ,관광지,자연,자연관광지,항구/포구,563.0,2.0,45.0,5.0,5.0,8.0,9.0,5.0,5.0,8.0
금능해수욕장,제주특별자치도 제주시 한림읍 금능길 119-10 ,관광지,자연,자연관광지,해수욕장,13346.0,2.0,564.0,87.0,94.0,77.0,72.0,84.0,70.0,80.0
김경숙해바라기농장,제주특별자치도 제주시 번영로 854-1 (회천동) ,관광지,자연,자연관광지,자연생태관광지,4832.0,2.0,225.0,29.0,29.0,39.0,32.0,30.0,39.0,27.0
노리매공원,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15 ,관광지,인문(문화/예술/역사),휴양관광지,공원,3274.0,2.0,576.0,105.0,82.0,100.0,93.0,59.0,66.0,71.0
노을해안로,제주특별자치도 서귀포시 대정읍 영락리 ,관광지,자연,자연관광지,자연생태관광지,1349.0,2.0,119.0,21.0,18.0,17.0,12.0,21.0,13.0,17.0
논짓물,제주특별자치도 서귀포시 예래해안로 253 (하예동),관광지,자연,자연관광지,해수욕장,7654.0,2.0,489.0,69.0,59.0,76.0,65.0,69.0,74.0,77.0
누웨마루거리,제주특별자치도 제주시 신광로 47 (연동) ,관광지,인문(문화/예술/역사),체험관광지,이색거리,2082.0,2.0,172.0,31.0,18.0,29.0,25.0,23.0,26.0,20.0
다려도,제주특별자치도 제주시 조천읍 북촌리 산 89,관광지,자연,자연관광지,섬,696.0,2.0,43.0,7.0,6.0,9.0,9.0,3.0,3.0,6.0
다이나믹메이즈,제주특별자치도 서귀포시 표선면 번영로 2644 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,7386.0,2.0,606.0,102.0,65.0,108.0,97.0,86.0,74.0,74.0
닭머르해안길,제주특별자치도 제주시 조천읍 신촌북3길 62-1 ,관광지,자연,자연관광지,자연생태관광지,12241.0,2.0,749.0,88.0,134.0,114.0,90.0,124.0,93.0,106.0
대평포구,제주특별자치도 서귀포시 안덕면 창천리 914-5 ,관광지,자연,자연관광지,항구/포구,1424.0,2.0,142.0,22.0,22.0,24.0,18.0,16.0,18.0,22.0
대포포구,제주특별자치도 서귀포시 대포로 172-8 (대포동),관광지,자연,자연관광지,항구/포구,585.0,2.0,48.0,9.0,4.0,7.0,6.0,7.0,12.0,3.0
더마파크,제주특별자치도 제주시 한림읍 월림7길 155 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3972.0,2.0,256.0,30.0,32.0,55.0,48.0,31.0,22.0,38.0
도두항,제주특별자치도 제주시 도공로 2 (도두일동),관광지,자연,자연관광지,항구/포구,960.0,2.0,70.0,6.0,16.0,12.0,10.0,11.0,7.0,8.0
돈내코,제주특별자치도 서귀포시 돈내코로 137 ,관광지,자연,자연관광지,계곡,6251.0,2.0,250.0,38.0,47.0,45.0,30.0,32.0,27.0,31.0
동일리포구,제주특별자치도 서귀포시 대정읍 동일하모로98번길 14-32 ,관광지,자연,자연관광지,항구/포구,478.0,2.0,41.0,4.0,4.0,11.0,6.0,7.0,6.0,3.0
두맹이골목,제주특별자치도 제주시 일도이동 1006-11,관광지,인문(문화/예술/역사),체험관광지,이색거리,741.0,2.0,61.0,10.0,13.0,12.0,8.0,3.0,7.0,8.0
마라도등대,"제주특별자치도 서귀포시 대정읍 마라로 (165, 마라도항로표지관리소) ",관광지,자연,자연관광지,등대,834.0,2.0,54.0,4.0,11.0,9.0,2.0,11.0,8.0,9.0
마라도,제주특별자치도 서귀포시 대정읍 마라로101번길 46 ,관광지,자연,자연관광지,섬,6306.0,2.0,376.0,55.0,58.0,67.0,58.0,33.0,56.0,49.0
메이즈랜드,제주특별자치도 제주시 구좌읍 비자림로 2134-47 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,8368.0,2.0,598.0,108.0,75.0,95.0,87.0,90.0,71.0,72.0
무수천,제주특별자치도 제주시 애월읍 무수천길 (애월읍) 일대,관광지,자연,자연관광지,계곡,814.0,2.0,68.0,9.0,6.0,15.0,9.0,6.0,17.0,6.0
물뫼힐링팜,제주특별자치도 제주시 애월읍 예원로 51 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,987.0,2.0,60.0,8.0,8.0,17.0,5.0,9.0,7.0,6.0
박수기정,제주특별자치도 서귀포시 안덕면 난드르로 90-25 ,관광지,자연,자연관광지,해안절경,9479.0,2.0,2140.0,275.0,228.0,217.0,127.0,130.0,371.0,792.0
방선문,제주특별자치도 제주시 오라이동 39-1,관광지,자연,자연관광지,계곡,623.0,2.0,50.0,7.0,7.0,16.0,8.0,2.0,2.0,8.0
방주교회,제주특별자치도 서귀포시 안덕면 산록남로762번길 113 ,관광지,인문(문화/예술/역사),역사관광지,종교성지,13913.0,2.0,1079.0,154.0,160.0,173.0,143.0,150.0,156.0,143.0
법환포구,제주특별자치도 서귀포시 막숙포로 46 (법환동),관광지,자연,자연관광지,항구/포구,2010.0,2.0,137.0,21.0,19.0,28.0,12.0,19.0,19.0,19.0
보목포구,제주특별자치도 서귀포시 보목포로 46 (보목동),관광지,자연,자연관광지,항구/포구,1004.0,2.0,69.0,12.0,5.0,11.0,10.0,10.0,10.0,11.0
보통청춘기록실청춘사진관,제주특별자치도 제주시 한림읍 일주서로 5867 ,관광지,인문(문화/예술/역사),체험관광지,이색체험,786.0,2.0,60.0,7.0,6.0,16.0,10.0,6.0,7.0,8.0
북촌리4.3길,제주특별자치도 제주시 조천읍 북촌3길 3 ,관광지,자연,자연관광지,자연생태관광지,836.0,2.0,47.0,3.0,10.0,7.0,12.0,7.0,3.0,5.0
붉은오름자연휴양림,제주특별자치도 서귀포시 표선면 남조로 1487-73 ,관광지,자연,자연관광지,자연휴양림,3950.0,2.0,182.0,17.0,25.0,31.0,23.0,28.0,27.0,31.0
비양도,제주특별자치도 제주시 한림읍 한림리 ,관광지,자연,자연관광지,섬,9499.0,2.0,388.0,52.0,64.0,64.0,52.0,44.0,53.0,59.0
사계해변,제주특별자치도 서귀포시 안덕면 사계리 2147-35,관광지,자연,자연관광지,해수욕장,7256.0,2.0,357.0,46.0,50.0,65.0,71.0,43.0,32.0,50.0
사라봉공원,제주특별자치도 제주시 사라봉동길 74 ,관광지,인문(문화/예술/역사),휴양관광지,공원,1849.0,2.0,167.0,12.0,28.0,30.0,30.0,20.0,29.0,18.0
산방산랜드,제주특별자치도 서귀포시 안덕면 사계리 117-2,관광지,인문(문화/예술/역사),휴양관광지,테마공원,3336.0,2.0,171.0,19.0,27.0,26.0,22.0,25.0,34.0,18.0
산지등대,제주특별자치도 제주시 사라봉동길 108-1 (건입동),관광지,자연,자연관광지,등대,1222.0,2.0,89.0,16.0,9.0,16.0,8.0,9.0,12.0,19.0
산지천,제주특별자치도 제주시 건입동 ,관광지,자연,자연관광지,계곡,2021.0,2.0,116.0,11.0,20.0,24.0,16.0,16.0,14.0,15.0
삼매봉,제주특별자치도 서귀포시 서홍동 820-2,관광지,인문(문화/예술/역사),휴양관광지,공원,630.0,2.0,41.0,3.0,7.0,8.0,6.0,9.0,5.0,3.0
삼양해수욕장,제주특별자치도 제주시 삼양이동 ,관광지,자연,자연관광지,해수욕장,3979.0,2.0,204.0,36.0,37.0,32.0,29.0,21.0,23.0,26.0
삼양해안도로,제주특별자치도 제주시 삼양삼동 2582-1 ,관광지,자연,자연관광지,자연생태관광지,481.0,2.0,29.0,1.0,1.0,6.0,6.0,6.0,4.0,5.0
서건도,제주특별자치도 서귀포시 강정동 ,관광지,자연,자연관광지,섬,2003.0,2.0,135.0,25.0,19.0,22.0,15.0,20.0,18.0,16.0
서귀포치유의숲,제주특별자치도 서귀포시 산록남로 2271 (호근동),관광지,인문(문화/예술/역사),휴양관광지,헬스투어,11271.0,2.0,552.0,75.0,67.0,100.0,93.0,72.0,79.0,66.0
서귀포자연휴양림,제주특별자치도 서귀포시 1100로 882 ,관광지,자연,자연관광지,자연휴양림,2851.0,2.0,197.0,26.0,27.0,34.0,22.0,27.0,36.0,25.0
서귀포항,제주특별자치도 서귀포시 칠십리로72번길 14 (서귀동),관광지,자연,자연관광지,항구/포구,2308.0,2.0,191.0,33.0,28.0,26.0,22.0,23.0,30.0,29.0
서귀포해안,제주특별자치도 서귀포시 남성로128번길 13 (서홍동) ,관광지,자연,자연관광지,해안절경,444.0,2.0,36.0,7.0,2.0,8.0,4.0,4.0,4.0,7.0
서프라이즈테마파크,제주특별자치도 제주시 조천읍 남조로 2243 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,1994.0,2.0,147.0,11.0,25.0,36.0,22.0,23.0,12.0,18.0
섭지코지,제주특별자치도 서귀포시 성산읍 섭지코지로 107 ,관광지,자연,자연관광지,해안절경,37459.0,2.0,3121.0,493.0,464.0,494.0,457.0,412.0,378.0,423.0
성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650 ,관광지,인문(문화/예술/역사),휴양관광지,테마공원,1912.0,2.0,203.0,25.0,23.0,47.0,29.0,27.0,25.0,27.0
세화해변,제주특별자치도 제주시 구좌읍 세화길 (구좌읍),관광지,자연,자연관광지,해수욕장,11079.0,2.0,1013.0,153.0,145.0,159.0,142.0,146.0,135.0,133.0
